Permutation #,ApacheHVAC File (ASP),Roof Area (m2),External Wall Area (m2),Window Area (m2),Floor Area (m2),Weather File,HDD (Base 18C),CDD (Base 18C),Annual Mean Humidity Ratio (kg/kg),Average Relative Humidity (%),External Wall Construction U Values (W/m2.K),External Window Construction U Values (W/m2.K),Roof Construction U Values (W/m2.K),Actual Infiltration Rate @ 5Pa (L/(s/m2.facade)),EUI (Total) (kWh/m²),EUI (Electricity) (kWh/m²),EUI (Gas) (kWh/m²),Interior lighting (kWh/m²),Space heating (gas) (kWh/m²),Space heating (elec) (kWh/m²),Space cooling (kWh/m²),Pumps (kWh/m²),Fans interior (kWh/m²),Heat Rejection (kWh/m²),DHW heating (gas) (kWh/m²),DHW heating (elec) (kWh/m²),Receptacle equipment (kWh/m²),Elevators escalators (kWh/m²),TEDI
13285,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.0932,1.8792,0.1076,0.65,320.5,133.25,187.25,12.2,187.25,18.16,0.94,0,40.72,0.06,0,41.78,14.49,4.91,181.06
13286,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.0932,1.8792,0.1076,0.65,370.45,139.32,231.14,12.2,231.14,23.01,0.77,0,42.81,0.05,0,41.08,14.49,4.91,224.1
13287,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.0932,1.8792,0.1076,0.65,462.84,153.44,309.4,12.21,309.4,30.96,0.19,0,49.06,0.01,0,41.6,14.49,4.91,300.13
13288,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.0932,1.8792,0.1076,0.65,444.22,149.45,294.77,12.21,294.77,29.07,0.01,0,47.16,0,0,41.6,14.49,4.91,285.52
13289,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.0932,1.8792,0.1076,0.65,393.65,140.64,253.01,12.21,253.01,26.43,0,0,40.98,0,0,41.6,14.49,4.91,246.55
13290,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.0932,1.8792,0.1076,0.65,564.77,166.15,398.62,12.2,398.62,39.87,0,0,53.6,0,0,41.08,14.49,4.91,386.67
13291,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.0932,1.8792,0.1076,0.65,565.93,166.75,399.18,12.21,399.18,39.6,0.09,0,54.16,0.01,0,41.29,14.49,4.91,386.88
13292,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.0932,1.8792,0.1076,0.65,538.52,164.97,373.56,12.2,373.56,38.86,0.23,0,53.19,0.01,0,41.08,14.49,4.91,363.85
13293,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.0932,1.8792,0.1076,0.65,530.1,162.2,367.91,12.21,367.91,36.83,0,0,52.15,0,0,41.6,14.49,4.91,356.91
13294,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.0932,1.8792,0.1076,0.65,408.34,146.32,262.02,12.2,262.02,26.72,1.13,0,45.01,0.07,0,41.78,14.49,4.91,254.68
13295,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.0932,1.8792,0.1076,0.65,392.26,143.81,248.45,12.2,248.45,25.4,0.76,0,44.92,0.05,0,41.08,14.49,4.91,241.55
13296,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.0932,1.8792,0.1076,0.65,383.05,144.14,238.9,12.2,238.9,25.1,1.35,0,44.22,0.09,0,41.78,14.49,4.91,232.94
13297,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.0932,1.8792,0.1076,0.65,354.96,141.95,213,12.2,213,21.2,1.42,0,46.56,0.09,0,41.08,14.49,4.91,206.52
13298,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.0932,1.8792,0.1076,0.65,535.14,165.97,369.18,12.21,369.18,35.21,0.75,0,57.06,0.05,0,41.29,14.49,4.91,356.39
13299,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.0932,1.8792,0.1076,0.65,405.5,146.95,258.55,12.2,258.55,25.1,2.35,0,46.67,0.15,0,41.08,14.49,4.91,250.03
13300,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.0932,1.8792,0.1076,0.65,441.66,149.25,292.42,12.2,292.42,30.49,0,0,45.77,0,0,41.38,14.49,4.91,284.89
13301,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.3563,1.8792,0.0931,0.65,520.27,163.61,356.66,12.2,356.66,36.19,0.64,0,53.75,0.04,0,41.38,14.49,4.91,346.48
13302,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.3563,1.8792,0.0931,0.65,471.28,160.13,311.15,12.2,311.15,29.43,0.99,0,56.26,0.06,0,41.78,14.49,4.91,300.13
13303,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.3563,1.8792,0.0931,0.65,395.21,145.82,249.39,12.21,249.39,26.17,0.92,0,45.45,0.06,0,41.6,14.49,4.91,243.14
13304,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.3563,1.8792,0.0931,0.65,379.99,145.08,234.91,12.21,234.91,23.35,0.79,0,47.67,0.05,0,41.6,14.49,4.91,227.72
13305,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.3563,1.8792,0.0931,0.65,353.53,139.03,214.5,12.2,214.5,20.69,0.98,0,43.92,0.06,0,41.78,14.49,4.91,207.3
13306,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.3563,1.8792,0.0931,0.65,409.14,146.27,262.87,12.2,262.87,26.38,0.83,0,46.33,0.05,0,41.08,14.49,4.91,255.08
13307,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.3563,1.8792,0.0931,0.65,513.92,162.51,351.41,12.21,351.41,35.47,0.21,0,53.59,0.01,0,41.6,14.49,4.91,341.2
13308,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.3563,1.8792,0.0931,0.65,494.99,157.96,337.03,12.21,337.03,33.26,0,0,51.48,0,0,41.6,14.49,4.91,326.48
13309,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.3563,1.8792,0.0931,0.65,435.67,147.76,287.92,12.21,287.92,30.27,0,0,44.27,0,0,41.6,14.49,4.91,280.76
13310,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.3563,1.8792,0.0931,0.65,626.03,176.96,449.07,12.2,449.07,45.52,0,0,58.76,0,0,41.08,14.49,4.91,436.21
13311,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.3563,1.8792,0.0931,0.65,625.51,177.64,447.87,12.21,447.87,45.23,0.1,0,59.39,0.01,0,41.29,14.49,4.91,434.88
13312,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.3563,1.8792,0.0931,0.65,597.72,175.54,422.18,12.2,422.18,44.3,0.25,0,58.29,0.02,0,41.08,14.49,4.91,411.6
13313,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.3563,1.8792,0.0931,0.65,587.61,172.36,415.25,12.21,415.25,42.03,0,0,57.12,0,0,41.6,14.49,4.91,403.29
13314,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.3563,1.8792,0.0931,0.65,452.87,154.18,298.69,12.2,298.69,30.53,1.2,0,49,0.08,0,41.78,14.49,4.91,290.38
13315,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.3563,1.8792,0.0931,0.65,434.27,151.4,282.87,12.2,282.87,29.12,0.81,0,48.75,0.05,0,41.08,14.49,4.91,275.21
13316,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.3563,1.8792,0.0931,0.65,423.36,151.61,271.75,12.2,271.75,28.75,1.46,0,47.92,0.09,0,41.78,14.49,4.91,265.17
13317,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.3563,1.8792,0.0931,0.65,393.29,149.28,244.02,12.2,244.02,24.22,1.55,0,50.73,0.1,0,41.08,14.49,4.91,236.51
13318,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.3563,1.8792,0.0931,0.65,592.77,176.6,416.17,12.21,416.17,40.15,0.83,0,62.67,0.05,0,41.29,14.49,4.91,402.21
13319,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.3563,1.8792,0.0931,0.65,448.87,155.02,293.84,12.2,293.84,28.82,2.49,0,50.87,0.16,0,41.08,14.49,4.91,284.47
13320,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.3563,1.8792,0.0931,0.65,490.24,157.72,332.51,12.2,332.51,34.88,0,0,49.85,0,0,41.38,14.49,4.91,324.17
13321,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.2687,1.8792,0.0931,0.65,502.73,160.51,342.23,12.2,342.23,34.67,0.63,0,52.18,0.04,0,41.38,14.49,4.91,332.41
13322,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.2687,1.8792,0.0931,0.65,454.81,157.25,297.56,12.2,297.56,28.25,0.97,0,54.59,0.06,0,41.78,14.49,4.91,287.13
13323,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.2687,1.8792,0.0931,0.65,382.39,143.54,238.85,12.21,238.85,25.07,0.91,0,44.28,0.06,0,41.6,14.49,4.91,232.87
13324,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.2687,1.8792,0.0931,0.65,367.54,142.85,224.7,12.21,224.7,22.39,0.78,0,46.41,0.05,0,41.6,14.49,4.91,217.87
13325,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.2687,1.8792,0.0931,0.65,342.43,137.08,205.35,12.2,205.35,19.86,0.97,0,42.81,0.06,0,41.78,14.49,4.91,198.51
13326,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.2687,1.8792,0.0931,0.65,396.02,143.92,252.11,12.2,252.11,25.26,0.81,0,45.11,0.05,0,41.08,14.49,4.91,244.6
13327,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.2687,1.8792,0.0931,0.65,497.29,159.43,337.86,12.21,337.86,33.96,0.21,0,52.03,0.01,0,41.6,14.49,4.91,327.9
13328,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.2687,1.8792,0.0931,0.65,477.82,155.15,322.67,12.21,322.67,31.94,0.01,0,50,0,0,41.6,14.49,4.91,312.66
13329,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.2687,1.8792,0.0931,0.65,421.01,145.37,275.64,12.21,275.64,29.01,0,0,43.14,0,0,41.6,14.49,4.91,268.82
13330,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.2687,1.8792,0.0931,0.65,605.29,173.38,431.91,12.2,431.91,43.71,0,0,56.99,0,0,41.08,14.49,4.91,419.47
13331,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.2687,1.8792,0.0931,0.65,604.56,173.95,430.61,12.21,430.61,43.35,0.1,0,57.59,0.01,0,41.29,14.49,4.91,417.98
13332,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.2687,1.8792,0.0931,0.65,577.27,171.94,405.33,12.2,405.33,42.46,0.25,0,56.54,0.02,0,41.08,14.49,4.91,395.09
13333,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.2687,1.8792,0.0931,0.65,567.7,168.91,398.79,12.21,398.79,40.27,0,0,55.42,0,0,41.6,14.49,4.91,387.22
13334,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.2687,1.8792,0.0931,0.65,437.79,151.5,286.3,12.2,286.3,29.23,1.18,0,47.63,0.08,0,41.78,14.49,4.91,278.31
13335,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.2687,1.8792,0.0931,0.65,419.77,148.82,270.95,12.2,270.95,27.88,0.8,0,47.41,0.05,0,41.08,14.49,4.91,263.61
13336,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.2687,1.8792,0.0931,0.65,409.8,149.13,260.68,12.2,260.68,27.57,1.43,0,46.66,0.09,0,41.78,14.49,4.91,254.36
13337,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.2687,1.8792,0.0931,0.65,380.01,146.78,233.23,12.2,233.23,23.2,1.51,0,49.3,0.1,0,41.08,14.49,4.91,226.1
13338,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.2687,1.8792,0.0931,0.65,572.91,173.06,399.85,12.21,399.85,38.56,0.8,0,60.74,0.05,0,41.29,14.49,4.91,386.43
13339,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.2687,1.8792,0.0931,0.65,434.14,152.3,281.84,12.2,281.84,27.59,2.45,0,49.43,0.16,0,41.08,14.49,4.91,272.79
13340,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.2687,1.8792,0.0931,0.65,473.85,154.92,318.93,12.2,318.93,33.48,0,0,48.45,0,0,41.38,14.49,4.91,310.95
13341,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.2024,1.8792,0.0931,0.65,489.22,158.12,331.11,12.2,331.11,33.48,0.61,0,50.99,0.04,0,41.38,14.49,4.91,321.55
13342,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.2024,1.8792,0.0931,0.65,443.53,155.02,288.51,12.2,288.51,27.3,0.96,0,53.32,0.06,0,41.78,14.49,4.91,278.31
13343,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.2024,1.8792,0.0931,0.65,372.73,141.77,230.96,12.21,230.96,24.19,0.9,0,43.39,0.06,0,41.6,14.49,4.91,225.13
13344,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.2024,1.8792,0.0931,0.65,358.1,141.14,216.96,12.21,216.96,21.64,0.78,0,45.45,0.05,0,41.6,14.49,4.91,210.4
13345,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.2024,1.8792,0.0931,0.65,333.53,135.58,197.95,12.2,197.95,19.21,0.96,0,41.97,0.06,0,41.78,14.49,4.91,191.42
13346,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.2024,1.8792,0.0931,0.65,385.85,142.14,243.71,12.2,243.71,24.41,0.8,0,44.2,0.05,0,41.08,14.49,4.91,236.44
13347,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.2024,1.8792,0.0931,0.65,483.29,157.1,326.19,12.21,326.19,32.82,0.2,0,50.85,0.01,0,41.6,14.49,4.91,316.61
13348,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.2024,1.8792,0.0931,0.65,464.27,152.96,311.32,12.21,311.32,30.86,0.01,0,48.87,0,0,41.6,14.49,4.91,301.71
13349,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.2024,1.8792,0.0931,0.65,410.07,143.54,266.53,12.21,266.53,28.04,0,0,42.29,0,0,41.6,14.49,4.91,259.92
13350,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.2024,1.8792,0.0931,0.65,589.03,170.63,418.4,12.2,418.4,42.3,0,0,55.65,0,0,41.08,14.49,4.91,406.31
13351,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.2024,1.8792,0.0931,0.65,588.89,171.17,417.72,12.21,417.72,41.93,0.1,0,56.23,0.01,0,41.29,14.49,4.91,405.35
13352,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.2024,1.8792,0.0931,0.65,562,169.23,392.77,12.2,392.77,41.09,0.24,0,55.21,0.02,0,41.08,14.49,4.91,382.8
13353,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.2024,1.8792,0.0931,0.65,552.87,166.31,386.57,12.21,386.57,38.97,0,0,54.12,0,0,41.6,14.49,4.91,375.28
13354,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.2024,1.8792,0.0931,0.65,426.06,149.52,276.54,12.2,276.54,28.32,1.16,0,46.59,0.07,0,41.78,14.49,4.91,268.9
13355,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.2024,1.8792,0.0931,0.65,408.85,146.88,261.97,12.2,261.97,26.94,0.79,0,46.43,0.05,0,41.08,14.49,4.91,254.85
13356,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.2024,1.8792,0.0931,0.65,399.24,147.19,252.05,12.2,252.05,26.63,1.4,0,45.69,0.09,0,41.78,14.49,4.91,245.91
13357,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.2024,1.8792,0.0931,0.65,370.36,144.92,225.45,12.2,225.45,22.46,1.48,0,48.21,0.09,0,41.08,14.49,4.91,218.6
13358,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.2024,1.8792,0.0931,0.65,557.88,170.31,387.57,12.21,387.57,37.3,0.78,0,59.28,0.05,0,41.29,14.49,4.91,374.48
13359,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Quebec.717140_CWEC.epw,5059,204,0.0048,70.20,0.2024,1.8792,0.0931,0.65,423.05,150.24,272.8,12.2,272.8,26.66,2.41,0,48.34,0.15,0,41.08,14.49,4.91,264
13360,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Riviere.du.Loup.717150_CWEC.epw,5461,120,0.0046,75.80,0.2024,1.8792,0.0931,0.65,460.92,152.7,308.22,12.2,308.22,32.33,0,0,47.38,0,0,41.38,14.49,4.91,300.48
13361,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Thunder.Bay.717490_CWEC.epw,5722,158,0.0044,71.40,0.1835,1.8792,0.0931,0.65,485.41,157.48,327.93,12.2,327.93,33.18,0.61,0,50.65,0.04,0,41.38,14.49,4.91,318.48
13362,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Timmins.717390_CWEC.epw,6045,156,0.0043,72.00,0.1835,1.8792,0.0931,0.65,440.25,154.41,285.84,12.2,285.84,27.06,0.95,0,52.96,0.06,0,41.78,14.49,4.91,275.74
13363,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Toronto.716240_CWEC.epw,4176,318,0.0057,73.90,0.1835,1.8792,0.0931,0.65,370.07,141.3,228.77,12.21,228.77,23.98,0.9,0,43.14,0.06,0,41.6,14.49,4.91,223.01
13364,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Trenton.716210_CWEC.epw,4253,284,0.0057,73.60,0.1835,1.8792,0.0931,0.65,355.03,140.65,214.38,12.21,214.38,21.43,0.78,0,45.18,0.05,0,41.6,14.49,4.91,207.94
13365,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Windsor.715380_CWEC.epw,3633,431,0.0065,73.20,0.1835,1.8792,0.0931,0.65,331.2,135.14,196.06,12.2,196.06,19,0.96,0,41.74,0.06,0,41.78,14.49,4.91,189.58
13366,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PE_Charlottetown.717060_CWEC.epw,4701,126,0.0053,77.40,0.1835,1.8792,0.0931,0.65,382.91,141.62,241.28,12.2,241.28,24.16,0.8,0,43.94,0.05,0,41.08,14.49,4.91,234.08
13367,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Bagotville.717270_CWEC.epw,5853,123,0.0043,73.50,0.1835,1.8792,0.0931,0.65,479.79,156.48,323.31,12.21,323.31,32.54,0.2,0,50.51,0.01,0,41.6,14.49,4.91,313.82
13368,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Baie.Comeau.711870_CWEC.epw,5922,37,0.0041,74.40,0.1835,1.8792,0.0931,0.65,460.63,152.31,308.32,12.21,308.32,30.54,0.01,0,48.55,0,0,41.6,14.49,4.91,298.78
13369,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Grindstone.Island_CWEC.epw,4952,30,0.0050,81.30,0.1835,1.8792,0.0931,0.65,407.29,143.02,264.26,12.21,264.26,27.76,0,0,42.04,0,0,41.6,14.49,4.91,257.67
13370,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujjuarapik.719050_CWEC.epw,8007,32,0.0031,76.30,0.1835,1.8792,0.0931,0.65,584.47,169.81,414.66,12.2,414.66,41.87,0,0,55.26,0,0,41.08,14.49,4.91,402.62
13371,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Kuujuaq.719060_CWEC.epw,8507,17,0.0028,74.00,0.1835,1.8792,0.0931,0.65,584.98,170.41,414.58,12.21,414.58,41.56,0.1,0,55.84,0.01,0,41.29,14.49,4.91,402.24
13372,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_La.Grande.Riviere.718270_CWEC.epw,7659,53,0.0033,74.90,0.1835,1.8792,0.0931,0.65,557.7,168.43,389.27,12.2,389.27,40.66,0.24,0,54.83,0.02,0,41.08,14.49,4.91,379.33
13373,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Lake.Eon.714210_CWEC.epw,7404,28,0.0035,79.10,0.1835,1.8792,0.0931,0.65,548.52,165.56,382.96,12.21,382.96,38.59,0,0,53.75,0,0,41.6,14.49,4.91,371.77
13374,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Mont.Joli.717180_CWEC.epw,5560,103,0.0044,73.60,0.1835,1.8792,0.0931,0.65,422.57,148.91,273.66,12.2,273.66,28,1.15,0,46.29,0.07,0,41.78,14.49,4.91,266.09
13375,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Intl.AP.716270_CWEC.epw,4562,303,0.0053,70.20,0.1835,1.8792,0.0931,0.65,405.8,146.32,259.48,12.2,259.48,26.67,0.78,0,46.14,0.05,0,41.08,14.49,4.91,252.41
13376,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Jean.Brebeuf.716278_CWEC.epw,4690,285,0.0054,71.60,0.1835,1.8792,0.0931,0.65,396.21,146.63,249.58,12.2,249.58,26.35,1.39,0,45.42,0.09,0,41.78,14.49,4.91,243.48
13377,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Montreal.Mirabel.716278_CWEC.epw,4949,189,0.0053,73.30,0.1835,1.8792,0.0931,0.65,367.43,144.36,223.07,12.2,223.07,22.21,1.47,0,47.9,0.09,0,41.08,14.49,4.91,216.29
13378,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_PQ_Nitchequon.CAN270_CWEC.epw,7939,24,0.0034,77.90,0.1835,1.8792,0.0931,0.65,553.79,169.48,384.31,12.21,384.31,36.88,0.78,0,58.86,0.05,0,41.29,14.49,4.91,371.23
